CalYear,FinYear,TypeOfIncident,PropertyType,PropertyCategory,IsBariatric,SpecialServiceTypeCategory,SpecialServiceType,WardCode,WardName,BoroughCode,BoroughName,StnGroundName,Postcode,PumpCount,PumpMinutesRounded,Notional Cost (£)
2012,2012/13,Special Service,House - single occupancy ,Dwelling,1,Other rescue/release of persons,Rescue/Release of person - Other action,E05013561,Wealdstone North,E09000015,Harrow,Stanmore,HA3,1,60,260
2011,2010/11,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,E05013902,William Morris,E09000031,Waltham Forest,Walthamstow,E17,2,60,260
2021,2020/21,Special Service,House - single occupancy ,Dwelling,1,Medical Incident,Medical incident - Lift person ,E05011471,NEW ADDINGTON SOUTH,E09000008,CROYDON,Addington,CR0,2,63,363
2021,2021/22,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Medical Incident,Medical incident - Lift person ,E05013533,Norwood Green,E09000009,EALING,Southall,UB2,2,119,698
2012,2012/13,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013726,Lee Green,E09000023,Lewisham,Lee Green,SE12,1,60,260
2021,2021/22,Special Service,Nursing/Care Home/Hospice,Other Residential,1,Effecting entry/exit,Effecting entry/exit - To able bodied person not in distress,E05014089,Shooters Hill,E09000011,GREENWICH,Eltham,SE18,1,105,616
2023,2022/23,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013708,LAYCOCK,E09000019,ISLINGTON,Islington,N1,1,60,364
2023,2023/24,Special Service,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014092,WOOLWICH ARSENAL,E09000011,GREENWICH,Plumstead,SE18,1,60,388
2014,2014/15,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011104,London Bridge & West Bermondsey,E09000028,Southwark,Dockhead,SE1,1,69,339
2023,2023/24,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013769,THE WRYTHE,E09000029,SUTTON,Wallington,SM5,1,60,388
2024,2024/25,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011240,CLEMENTSWOOD,E09000026,REDBRIDGE,Ilford,IG1,1,60,430
2023,2022/23,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013647,UNDERHILL,E09000003,BARNET,Barnet,EN5,1,60,364
2011,2011/12,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assistance to other agencies,E05013760,North Cheam,E09000029,Sutton,Sutton,SM3,1,60,260
2022,2022/23,Special Service,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013656,FORTUNE GREEN,E09000007,CAMDEN,West Hampstead,NW2,1,60,364
2023,2023/24,Special Service,Purpose Built Flats/Maisonettes - 10 or more storeys ,Dwelling,1,No action (not false alarm),Service not required,E05011470,NEW ADDINGTON NORTH,E09000008,CROYDON,Addington,CR0,1,60,388
2024,2024/25,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013769,THE WRYTHE,E09000029,SUTTON,Wallington,SM5,1,60,430
2024,2024/25,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014105,KENNINGTON,E09000022,LAMBETH,Lambeth,SE11,1,60,430
2016,2016/17,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Medical Incident - Co-responder,Medical Co-responder: Lift person,E05014012,Falconbrook,E09000032,WANDSWORTH,Battersea,SW11,1,60,326
2017,2017/18,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013635,East Barnet,E09000003,BARNET,Barnet,EN4,1,60,328
2019,2019/20,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013586,Bounds Green,E09000014,HARINGEY,Southgate,N11,1,60,339
2024,2024/25,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013567,EASTCOTE,E09000017,HILLINGDON,Ruislip,HA5,1,118,846
2019,2019/20,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013983,St. Edward's,E09000016,HAVERING,Romford,RM2,1,60,339
2020,2020/21,Special Service,House - single occupancy ,Dwelling,1,Medical Incident,Medical incident - Other condition,E05014078,Eltham Park & Progress,E09000011,GREENWICH,Eltham,SE9,1,94,542
2024,2024/25,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014023,TOOTING BEC,E09000032,WANDSWORTH,Tooting,SW17,2,80,573
2023,2022/23,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014111,STOCKWELL WEST & LARKHALL,E09000022,LAMBETH,Clapham,SW8,1,60,364
2020,2020/21,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013590,Harringay,E09000014,HARINGEY,Hornsey,N8,1,65,375
2021,2021/22,Special Service,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013899,St. James,E09000031,WALTHAM FOREST,Walthamstow,E17,1,61,358
2015,2015/16,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013660,Haverstock,E09000007,CAMDEN,Kentish Town,NW3,2,125,621
2023,2022/23,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013631,CHILDS HILL,E09000003,BARNET,West Hampstead,NW2,1,60,364
2012,2012/13,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013566,Colham & Cowley,E09000017,Hillingdon,Hillingdon,UB8,2,119,516
2021,2021/22,Special Service,Nursing/Care Home/Hospice,Other Residential,1,Other rescue/release of persons,Rescue/Release of person - Other action,E05013682,Haselbury,E09000010,ENFIELD,Edmonton,N9,1,60,352
2019,2019/20,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014090,Thamesmead Moorings,E09000011,GREENWICH,Plumstead,SE28,2,126,712
2023,2022/23,Special Service,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,1,Other rescue/release of persons,Rescue/Release of person - Other action,E05011108,NUNHEAD & QUEEN'S ROAD,E09000028,SOUTHWARK,New Cross,SE15,1,84,510
2024,2023/24,Special Service,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013642,GOLDERS GREEN,E09000003,BARNET,Hendon,NW11,2,63,407
2022,2021/22,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011463,ADDISCOMBE WEST,E09000008,CROYDON,Croydon,CR0,2,60,352
2010,2009/10,Special Service,House - single occupancy ,Dwelling,1,Medical Incident,Medical incident - Lift person ,E05013644,High Barnet,E09000003,Barnet,Barnet,EN5,1,60,260
2023,2023/24,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011470,NEW ADDINGTON NORTH,E09000008,CROYDON,Addington,CR0,1,77,498
2017,2017/18,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,E05011113,Rye Lane,E09000028,SOUTHWARK,Peckham,SE15,1,60,328
2020,2019/20,Special Service,House - single occupancy ,Dwelling,1,Medical Incident,Medical incident - Lift person ,E05013548,Harrow Weald,E09000015,HARROW,Harrow,HA3,2,92,520
2012,2012/13,Special Service,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,E05013593,Hornsey,E09000014,Haringey,Hornsey,N8,1,60,260
2021,2020/21,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013658,Gospel Oak,E09000007,CAMDEN,Kentish Town,NW5,1,60,346
2021,2021/22,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,E05011225,ERITH,E09000004,BEXLEY,Erith,DA8,1,60,352
2024,2024/25,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014084,KIDBROOKE VILLAGE & SUTCLIFFE,E09000011,GREENWICH,Lee Green,SE3,1,77,552
2017,2017/18,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013720,Downham,E09000023,LEWISHAM,Bromley,BR1,2,89,487
2024,2024/25,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,E05011488,WEST THORNTON,E09000008,CROYDON,Norbury,CR7,1,60,430
2012,2012/13,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014103,Gipsy Hill,E09000022,Lambeth,West Norwood,SE27,2,60,260
2022,2021/22,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014023,Tooting Bec,E09000032,WANDSWORTH,Tooting,SW17,1,103,604
2022,2021/22,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011237,CHADWELL,E09000026,REDBRIDGE,Ilford,RM6,2,60,352
2016,2016/17,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013921,Plashet,E09000025,NEWHAM,East Ham,E12,1,60,326
2023,2023/24,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013967,BEAM PARK,E09000016,HAVERING,Wennington,RM13,1,63,407
2010,2010/11,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,E05013903,Wood Street,E09000031,Waltham Forest,Walthamstow,E17,1,60,260
2023,2022/23,Special Service,Self contained Sheltered Housing ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014119,WEST DULWICH,E09000022,LAMBETH,West Norwood,SE21,1,69,419
2022,2022/23,Special Service,House - single occupancy ,Dwelling,1,No action (not false alarm),Service not required,E05013696,WINCHMORE HILL,E09000010,ENFIELD,Southgate,N21,1,60,364
2024,2024/25,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011229,ST. MARY'S & ST. JAMES,E09000004,BEXLEY,Bexley,DA5,1,60,430
2013,2013/14,Special Service,Purpose Built Flats/Maisonettes - 10 or more storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013685,Lower Edmonton,E09000010,Enfield,Edmonton,N9,1,60,290
2023,2023/24,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,E05011108,NUNHEAD & QUEEN'S ROAD,E09000028,SOUTHWARK,New Cross,SE15,1,60,388
2012,2012/13,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011483,Shirly South,E09000008,Croydon,Addington,CR0,1,60,260
2023,2023/24,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013556,PINNER SOUTH,E09000015,HARROW,Harrow,HA5,1,60,388
2014,2014/15,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011489,Woodside,E09000008,Croydon,Woodside,CR0,1,60,295
2018,2018/19,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014086,"Mottingham, Coldharbour & New Eltham",E09000011,GREENWICH,Eltham,SE9,1,62,344
2012,2012/13,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013669,St. Pancras & Somers Town,E09000007,Camden,Euston,NW1,1,60,260
2022,2022/23,Special Service,Bungalow - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013628,BARNET VALE,E09000003,BARNET,Barnet,EN5,1,60,364
2013,2013/14,Special Service,Self contained Sheltered Housing ,Dwelling,1,Other rescue/release of persons,Rescue/Release of persons - Confined space - atmosphere not noxious ,E05014067,Parsloes,E09000002,Barking and Dagenham,Dagenham,RM9,1,60,290
2015,2015/16,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013660,Haverstock,E09000007,CAMDEN,Kentish Town,NW3,1,147,730
2014,2014/15,Special Service,Pub/wine bar/bar ,Non Residential,1,Assist other agencies,Assist ambulance with over weight person,E05011227,Longlands,E09000004,Bexley,Sidcup,DA14,1,60,295
2022,2022/23,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013977,Marshalls & Rise Park,E09000016,HAVERING,Romford,RM1,1,60,364
2022,2022/23,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Medical Incident,Medical incident - Lift person ,E05014019,SHAFTESBURY & QUEENSTOWN,E09000032,WANDSWORTH,Clapham,SW8,1,60,364
2023,2023/24,Special Service,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,1,Medical Incident,Medical incident - Lift person ,E05014097,BRIXTON RUSH COMMON,E09000022,LAMBETH,Brixton,SW2,2,127,821
2022,2022/23,Special Service,Nursing/Care Home/Hospice,Other Residential,1,Assist other agencies,Assist ambulance with over weight person,E05013986,UPMINSTER,E09000016,HAVERING,Hornchurch,RM14,1,60,364
2023,2023/24,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011108,NUNHEAD & QUEEN'S ROAD,E09000028,SOUTHWARK,New Cross,SE15,1,73,472
2022,2022/23,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013611,CHISWICK RIVERSIDE,E09000018,HOUNSLOW,Chiswick,W4,1,60,364
2020,2020/21,Special Service,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,1,Medical Incident,Medical incident - No action required by Brigade,E05013922,Royal Albert,E09000025,NEWHAM,East Ham,E16,2,60,346
2022,2022/23,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014003,PETTS WOOD & KNOLL,E09000006,BROMLEY,Orpington,BR5,1,60,364
2024,2024/25,Special Service,Hotel/motel ,Other Residential,1,Other rescue/release of persons,Rescue/Release of persons - Confined space - atmosphere not noxious ,E05009323,CANARY WHARF,E09000030,TOWER HAMLETS,Millwall,E14,1,123,882
2024,2024/25,Special Service,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013665,KILBURN,E09000007,CAMDEN,West Hampstead,NW6,1,60,430
2022,2022/23,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011223,CROOK LOG,E09000004,BEXLEY,Bexley,DA7,1,60,364
2016,2016/17,Special Service,Passenger plane ,Aircraft,1,Stand By,Stand by - Aircraft landing,E05013570,Heathrow Villages,E09000017,HILLINGDON,Heathrow,TW6,6,134,728
2012,2012/13,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013556,Pinner South,E09000015,Harrow,Harrow,HA5,1,60,260
2021,2021/22,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013979,Rainham & Wennington,E09000016,HAVERING,Wennington,RM13,1,60,352
2021,2021/22,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013697,Arsenal,E09000019,ISLINGTON,Holloway,N5,1,60,352
2015,2014/15,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013728,New Cross Gate,E09000023,Lewisham,New Cross,SE14,1,60,295
2009,2009/10,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,E05013935,Hook & Chessington North,E09000021,Kingston upon Thames,Surbiton,KT9,1,60,260
2021,2020/21,Special Service,House - single occupancy ,Dwelling,1,Medical Incident,Medical incident - Lift person ,E05013818,Longthornton,E09000024,MERTON,Norbury,SW16,2,96,554
2021,2021/22,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011237,CHADWELL,E09000026,REDBRIDGE,Ilford,RM6,1,60,352
2010,2009/10,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,E05013614,Feltham West,E09000018,Hounslow,Feltham,TW13,1,60,260
2023,2022/23,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014116,STREATHAM WELLS,E09000022,LAMBETH,Tooting,SW16,2,109,661
2016,2016/17,Special Service,Cycle path/public footpath/bridleway ,Outdoor,1,Assist other agencies,Assist ambulance with over weight person,E05013670,South Hampstead,E09000007,CAMDEN,West Hampstead,NW6,2,60,326
2021,2021/22,Special Service,Purpose Built Flats/Maisonettes - 10 or more storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013679,Edmonton Green,E09000010,ENFIELD,Edmonton,N9,1,60,352
2019,2019/20,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Medical Incident,Medical incident - Lift person ,E05013679,Edmonton Green,E09000010,ENFIELD,Edmonton,N9,1,63,356
2022,2021/22,Special Service,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013698,Barnsbury,E09000019,ISLINGTON,Euston,N1,1,60,352
2022,2021/22,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013766,Sutton North,E09000029,SUTTON,Sutton,SM1,1,60,352
2020,2020/21,Special Service,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013752,White City,E09000013,HAMMERSMITH AND FULHAM,Hammersmith,W12,2,365,2105
2022,2022/23,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Medical Incident,Medical incident - Lift person ,E05014097,BRIXTON RUSH COMMON,E09000022,LAMBETH,Brixton,SW2,1,60,364
2018,2018/19,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assistance to other agencies,E05013694,Upper Edmonton,E09000010,ENFIELD,Edmonton,N18,1,60,333
2021,2021/22,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05009368,CAZENOVE,E09000012,HACKNEY,Stoke Newington,N16,1,60,352
2022,2022/23,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013509,ROUNDWOOD,E09000005,BRENT,Willesden,NW10,1,60,364
2020,2019/20,Special Service,Medical/health centre,Non Residential,1,Assist other agencies,Assist ambulance with over weight person,E05013645,Mill Hill,E09000003,BARNET,Mill Hill,NW7,1,60,339
2016,2016/17,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013990,Bromley Common & Holwood,E09000006,BROMLEY,Bromley,BR2,2,138,750
2017,2017/18,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011109,Old Kent Road,E09000028,SOUTHWARK,Old Kent Road,SE1,1,91,497
2023,2023/24,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013800,MAIDA VALE,E09000033,WESTMINSTER,Paddington,NW6,1,60,388
2024,2023/24,Special Service,House - single occupancy ,Dwelling,1,Medical Incident,Medical incident - Lift person ,E05011228,NORTHUMBERLAND HEATH,E09000004,BEXLEY,Erith,DA8,1,60,388
2017,2017/18,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011109,Old Kent Road,E09000028,SOUTHWARK,Old Kent Road,SE1,1,60,328
2023,2023/24,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013542,BELMONT,E09000015,HARROW,Stanmore,HA7,1,60,388
2018,2018/19,Special Service,House - single occupancy ,Dwelling,1,Medical Incident,Medical incident - Lift person ,E05011488,WEST THORNTON,E09000008,CROYDON,Norbury,CR7,2,89,494
2021,2021/22,Special Service,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013655,Camden Town,E09000007,CAMDEN,Kentish Town,NW1,1,60,352
2017,2017/18,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013978,Mawneys,E09000016,HAVERING,Romford,RM7,1,60,328
2020,2020/21,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013587,Bruce Castle,E09000014,HARINGEY,Tottenham,N17,1,60,346
2023,2022/23,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013574,NORTHWOOD,E09000017,HILLINGDON,Ruislip,HA6,1,60,364
2023,2022/23,Special Service,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013527,NORTH ACTON,E09000009,EALING,Acton,W3,1,84,510
2017,2017/18,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014081,Greenwich Park,E09000011,GREENWICH,Greenwich,SE10,1,64,350
2024,2023/24,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011225,ERITH,E09000004,BEXLEY,Erith,DA8,1,60,388
2009,2009/10,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Medical Incident,Medical incident - Lift person ,E05011098,Chaucer,E09000028,Southwark,Old Kent Road,SE1,1,60,260
2018,2018/19,Special Service,Self contained Sheltered Housing ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014013,Furzedown,E09000032,WANDSWORTH,Tooting,SW16,2,172,955
2021,2021/22,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014093,Woolwich Common,E09000011,GREENWICH,Plumstead,SE18,1,60,352
2024,2024/25,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011487,WADDON,E09000008,CROYDON,Croydon,CR0,1,72,516
2022,2022/23,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013732,TELEGRAPH HILL,E09000023,LEWISHAM,New Cross,SE4,1,75,455
2020,2020/21,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014054,Alibon,E09000002,BARKING AND DAGENHAM,Dagenham,RM10,2,60,346
2024,2024/25,Special Service,Hotel/motel ,Other Residential,1,Assist other agencies,Assist ambulance with over weight person,E05013740,GROVE,E09000013,HAMMERSMITH AND FULHAM,Hammersmith,W6,2,60,430
2024,2024/25,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013685,LOWER EDMONTON,E09000010,ENFIELD,Edmonton,N9,1,84,602
2022,2022/23,Special Service,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013981,ST. ALBAN'S,E09000016,HAVERING,Hornchurch,RM1,1,60,364
2022,2021/22,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014087,Plumstead & Glyndon,E09000011,GREENWICH,Plumstead,SE18,1,99,581
2022,2022/23,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013912,Forest Gate South,E09000025,NEWHAM,Stratford,E15,1,60,364
2023,2022/23,Special Service,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013527,NORTH ACTON,E09000009,EALING,Acton,W3,1,60,364
2024,2024/25,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013724,HITHER GREEN,E09000023,LEWISHAM,Lee Green,SE6,1,60,430
2022,2022/23,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011469,KENLEY,E09000008,CROYDON,Purley,CR8,1,60,364
2023,2023/24,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013778,HAMPTON,E09000027,RICHMOND UPON THAMES,Twickenham,TW12,1,61,394
2014,2014/15,Special Service,House - single occupancy ,Dwelling,1,Effecting entry/exit,Effecting entry/exit - To medical case,E05013613,Feltham North,E09000018,Hounslow,Feltham,TW14,2,60,295
2016,2016/17,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013669,St. Pancras & Somers Town,E09000007,CAMDEN,Euston,NW1,1,60,326
2014,2013/14,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011462,Addiscombe East,E09000008,Croydon,Woodside,CR0,1,60,290
2013,2013/14,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014095,Brixton Acre Lane,E09000022,Lambeth,Brixton,SW9,1,68,329
2024,2023/24,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013806,ST. JAMES'S,E09000033,WESTMINSTER,Lambeth,SW1P,1,60,388
2012,2012/13,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013756,Carshalton Central,E09000029,Sutton,Wallington,SM5,2,60,260
2024,2024/25,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013579,SOUTH RUISLIP,E09000017,HILLINGDON,Northolt,HA4,1,60,430
2024,2024/25,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011232,THAMESMEAD EAST,E09000004,BEXLEY,Erith,SE2,2,577,4135
2022,2021/22,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011463,ADDISCOMBE WEST,E09000008,CROYDON,Woodside,CR0,1,61,358
2010,2009/10,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Other rescue/release of persons,Rescue/Release of persons - From below ground ,E05009391,Chelsea Riverside,E09000020,Kensington and Chelsea,Chelsea,SW10,1,60,260
